CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,PF1,PF3,PF4,PF5,PF6,PF7,PF8
55,Terni,32,Terni,55032,550320000261,21,12,9,1,0,0,3,0,1,1,0,2,3,0,2,0,2,2,4,1,0,0,2,0,0,1,0,2,2,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,4,20,11,9,1,2,9,8,0,0,0,5,6,0,1,2,4,2,0,7,6,1,0,10,8,0,8,2,0,2,6,6,5,1,3,2,1,2,1,0,3,2,1,0,0,0,1,2,0,1,1,0,0,1,0,1,1,0,14,9,3,2,0,0,0
55,Terni,32,Terni,55032,550320000262,297,155,142,6,10,14,13,15,20,17,17,17,24,31,23,21,21,12,36,4,7,9,4,7,12,11,8,10,10,15,10,12,11,6,19,2,3,5,9,8,8,6,9,7,14,16,13,9,10,6,17,283,146,137,8,26,58,125,66,4,14,29,67,32,4,12,29,58,34,123,73,50,27,167,67,17,86,35,10,81,32,107,65,42,36,17,19,9,20,7,17,5,12,19,12,7,3,31,2,3,13,1,0,18,1,16,8,8,154,66,51,21,14,2,0
55,Terni,32,Terni,55032,550320000263,82,40,42,0,4,6,2,1,5,1,5,4,5,6,7,7,6,7,16,0,1,3,1,1,2,0,1,3,2,4,3,3,3,4,9,0,3,3,1,0,3,1,4,1,3,2,4,4,3,3,7,79,39,40,3,19,18,23,16,1,7,10,13,8,2,12,8,10,8,27,11,16,9,41,29,3,19,16,6,22,13,26,10,16,3,2,1,1,2,0,0,0,0,3,2,1,1,2,0,1,1,0,0,1,0,1,1,0,38,11,16,6,4,1,0
55,Terni,32,Terni,55032,550320000264,639,273,366,15,30,15,26,21,18,20,24,35,35,47,45,37,42,64,165,3,14,7,13,10,9,9,9,15,22,20,21,16,16,27,62,12,16,8,13,11,9,11,15,20,13,27,24,21,26,37,103,599,259,340,20,99,165,202,113,7,32,70,102,48,13,67,95,100,65,184,94,90,57,287,267,23,136,103,34,151,164,174,90,84,28,11,17,9,13,6,12,3,9,16,8,8,3,21,4,1,8,2,2,13,2,10,4,6,314,120,119,38,25,8,4
55,Terni,32,Terni,55032,550320000265,36,19,17,1,1,2,0,0,1,2,2,2,4,4,3,4,0,2,8,1,0,2,0,0,1,2,1,2,2,0,3,2,0,0,3,0,1,0,0,0,0,0,1,0,2,4,0,2,0,2,5,35,18,17,2,7,5,13,8,1,1,5,7,4,1,6,0,6,4,17,11,6,4,17,10,3,10,3,1,7,7,13,8,5,5,3,2,0,4,1,1,0,1,4,3,1,0,5,0,0,3,0,0,2,0,4,3,1,21,13,4,2,1,1,0
55,Terni,32,Terni,55032,550320000266,821,374,447,16,17,22,37,36,40,26,32,40,52,50,75,58,84,85,151,5,8,13,20,20,16,11,18,17,25,25,32,22,41,35,66,11,9,9,17,16,24,15,14,23,27,25,43,36,43,50,85,791,362,429,16,103,180,352,140,3,36,87,180,56,13,67,93,172,84,255,134,121,50,430,320,22,202,142,28,228,178,246,131,115,21,8,13,9,10,2,5,1,4,16,7,9,5,16,0,4,4,0,1,12,0,9,3,6,383,129,133,69,45,4,3
55,Terni,32,Terni,55032,550320000267,480,232,248,11,16,21,17,14,14,20,13,22,31,34,35,36,36,55,105,4,9,14,7,6,8,9,10,9,16,15,22,20,14,29,40,7,7,7,10,8,6,11,3,13,15,19,13,16,22,26,65,456,220,236,19,68,126,186,57,7,22,65,98,28,12,46,61,88,29,147,79,68,46,227,194,27,121,83,19,106,111,142,78,64,13,1,12,2,7,4,3,0,3,10,1,9,2,9,2,0,1,0,2,8,2,5,1,4,221,74,76,39,24,7,1
55,Terni,32,Terni,55032,550320000268,159,70,89,4,7,8,10,1,3,11,8,8,12,6,9,9,19,17,27,2,4,2,5,1,1,4,2,4,6,2,3,4,7,9,14,2,3,6,5,0,2,7,6,4,6,4,6,5,12,8,13,148,64,84,4,18,43,53,30,1,6,20,24,13,3,12,23,29,17,43,20,23,15,70,62,7,31,29,8,39,33,42,20,22,12,3,9,5,4,3,7,1,6,5,2,3,4,7,1,1,1,1,3,6,0,1,0,1,69,16,28,15,8,2,0
55,Terni,32,Terni,55032,550320000269,333,160,173,10,15,13,11,12,15,16,15,18,18,15,13,12,23,48,79,5,10,6,5,5,8,5,6,12,13,5,7,4,10,19,40,5,5,7,6,7,7,11,9,6,5,10,6,8,13,29,39,310,146,164,7,49,84,126,44,4,11,40,72,19,3,38,44,54,25,92,54,38,27,131,150,15,65,69,12,66,81,87,52,35,25,11,14,16,9,0,4,2,2,21,9,12,11,14,0,6,5,0,5,9,0,5,2,3,160,52,71,15,17,4,1
55,Terni,32,Terni,55032,550320000270,216,100,116,5,4,4,7,6,11,9,9,6,15,18,14,19,16,6,67,2,4,1,2,3,5,5,3,4,9,12,7,8,9,1,25,3,0,3,5,3,6,4,6,2,6,6,7,11,7,5,42,209,96,113,9,48,50,77,25,4,14,24,41,13,5,34,26,36,12,75,41,34,13,104,85,7,53,35,6,51,50,70,38,32,14,5,9,2,7,5,5,1,4,9,4,5,0,10,4,0,5,0,0,5,4,5,3,2,104,39,32,21,10,2,0
55,Terni,32,Terni,55032,550320000271,257,117,140,6,9,7,12,10,6,13,9,10,12,22,19,20,22,11,69,2,2,4,10,5,3,6,6,5,3,10,11,9,12,6,23,4,7,3,2,5,3,7,3,5,9,12,8,11,10,5,46,245,113,132,11,54,84,77,19,3,18,42,41,9,8,36,42,36,10,73,40,33,17,111,100,6,56,40,11,55,60,66,37,29,29,15,14,13,9,7,5,2,3,24,13,11,5,22,2,2,12,1,3,10,1,7,3,4,132,57,45,19,5,5,1
55,Terni,32,Terni,55032,550320000272,26,13,13,0,1,2,2,3,0,1,1,2,0,3,4,1,2,0,4,0,1,1,1,2,0,0,1,1,0,1,2,1,0,0,2,0,0,1,1,1,0,1,0,1,0,2,2,0,2,0,2,25,12,13,1,2,5,14,3,0,1,2,8,1,1,1,3,6,2,11,5,6,3,17,6,2,9,2,1,8,4,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,3,1,0
55,Terni,32,Terni,55032,550320000273,364,164,200,7,12,18,19,7,4,8,8,20,24,19,35,18,23,36,106,4,6,9,10,3,1,4,4,7,15,6,19,8,9,14,45,3,6,9,9,4,3,4,4,13,9,13,16,10,14,22,61,348,155,193,13,68,125,110,32,5,20,60,55,15,8,48,65,55,17,79,39,40,30,145,160,15,72,67,15,73,93,72,37,35,29,10,19,12,11,6,4,0,4,25,10,15,7,17,5,4,5,1,3,12,4,7,2,5,175,70,62,20,10,11,2
55,Terni,32,Terni,55032,550320000274,122,53,69,1,3,2,7,6,7,4,4,4,4,12,16,11,6,14,21,1,2,1,1,3,1,3,2,1,2,6,4,5,3,8,10,0,1,1,6,3,6,1,2,3,2,6,12,6,3,6,11,120,51,69,6,7,29,50,28,2,3,13,21,12,4,4,16,29,16,38,18,20,6,73,41,4,28,21,2,45,20,37,18,19,2,0,2,0,1,1,1,0,1,1,0,1,0,2,0,0,0,0,0,2,0,1,0,1,55,17,17,14,6,1,0
55,Terni,32,Terni,55032,550320000275,57,25,32,1,4,3,0,2,2,5,0,9,4,5,7,4,2,1,8,0,2,2,0,1,1,3,0,4,2,4,2,1,0,1,2,1,2,1,0,1,1,2,0,5,2,1,5,3,2,0,6,53,24,29,2,10,13,23,5,1,3,8,11,1,1,7,5,12,4,22,13,9,3,25,10,2,12,3,1,13,7,16,10,6,19,8,11,5,9,5,12,5,7,7,3,4,5,13,1,2,6,0,3,7,1,6,3,3,30,15,7,5,2,1,0
55,Terni,32,Terni,55032,550320000276,38,21,17,2,2,1,4,2,1,6,0,5,2,3,3,1,3,1,2,1,1,1,3,2,1,2,0,2,1,2,0,1,2,1,1,1,1,0,1,0,0,4,0,3,1,1,3,0,1,0,1,34,19,15,0,4,11,16,3,0,3,6,10,0,0,1,5,6,3,16,9,7,5,22,6,3,11,4,2,11,2,14,7,7,5,3,2,1,4,0,5,3,2,0,0,0,0,5,0,0,3,0,0,2,0,2,2,0,14,2,4,6,1,0,1
55,Terni,32,Terni,55032,550320000277,186,87,99,3,3,6,4,9,10,5,5,4,11,19,13,16,15,16,47,1,2,3,4,2,6,3,1,1,7,13,4,5,10,5,20,2,1,3,0,7,4,2,4,3,4,6,9,11,5,11,27,180,84,96,3,35,39,78,25,0,13,18,40,13,3,22,21,38,12,52,31,21,12,89,78,6,44,35,6,45,43,50,30,20,7,2,5,1,3,3,5,1,4,2,1,1,0,7,0,0,2,0,0,5,0,2,1,1,100,48,30,15,5,0,2
55,Terni,32,Terni,55032,550320000278,73,32,41,4,4,2,5,0,1,4,4,8,4,5,2,6,1,5,18,3,2,2,2,0,0,2,1,4,3,3,0,4,0,3,3,1,2,0,3,0,1,2,3,4,1,2,2,2,1,2,15,66,28,38,5,13,16,14,18,4,4,5,8,7,1,9,11,6,11,21,12,9,6,30,23,5,15,6,1,15,17,16,9,7,14,6,8,5,5,4,4,0,4,10,6,4,4,9,1,2,4,0,2,5,1,5,3,2,37,17,10,5,4,1,0
55,Terni,32,Terni,55032,550320000279,7,3,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,3,4,1,2,2,2,0,0,0,2,1,0,1,2,0,1,0,0,0,0,0,2,4,0,2,1,0,0,3,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,5,1,0,0,0,0
55,Terni,32,Terni,55032,550320000280,195,83,112,10,3,5,16,6,10,7,10,9,11,20,11,16,15,4,42,7,1,1,9,2,4,3,4,2,4,13,4,7,9,1,12,3,2,4,7,4,6,4,6,7,7,7,7,9,6,3,30,184,75,109,5,29,60,75,15,0,6,31,33,5,5,23,29,42,10,60,34,26,12,89,57,7,42,22,5,47,35,44,26,18,37,12,25,14,17,6,18,6,12,19,6,13,6,27,4,2,10,0,4,17,4,16,8,8,93,37,28,17,6,4,1
55,Terni,32,Terni,55032,550320000281,405,178,227,12,9,14,25,27,22,15,21,14,22,43,40,29,17,20,75,6,2,6,12,12,13,6,12,4,11,18,17,16,8,12,23,6,7,8,13,15,9,9,9,10,11,25,23,13,9,8,52,384,170,214,11,48,91,179,55,0,14,43,84,29,11,34,48,95,26,154,80,74,24,238,106,11,112,40,13,126,66,145,74,71,37,15,22,14,14,9,11,2,9,26,13,13,11,20,6,3,9,3,8,11,3,9,6,3,178,65,46,32,28,3,4
55,Terni,32,Terni,55032,550320000282,230,102,128,9,6,7,8,9,6,6,7,12,17,19,21,17,17,11,58,5,4,4,5,5,2,2,2,3,10,8,12,6,10,5,19,4,2,3,3,4,4,4,5,9,7,11,9,11,7,6,39,216,93,123,14,42,69,77,14,5,12,36,33,7,9,30,33,44,7,71,34,37,17,95,86,10,46,34,7,49,52,55,29,26,32,12,20,13,12,7,18,4,14,14,8,6,5,27,0,3,9,0,2,18,0,16,5,11,119,50,41,19,7,1,1
55,Terni,32,Terni,55032,550320000283,130,59,71,4,3,14,6,7,1,6,5,8,12,20,3,3,3,11,24,3,2,6,4,4,0,4,2,3,4,11,1,1,2,5,7,1,1,8,2,3,1,2,3,5,8,9,2,2,1,6,17,124,55,69,1,29,34,47,13,1,8,17,24,5,0,21,17,23,8,45,27,18,19,62,37,11,29,14,8,33,23,41,24,17,12,5,7,4,7,1,8,3,5,4,2,2,2,9,1,0,5,0,2,4,1,4,3,1,64,30,11,14,9,0,0
55,Terni,32,Terni,55032,550320000284,197,90,107,3,5,12,19,12,4,4,7,7,9,17,20,9,9,9,51,2,4,4,12,8,3,2,3,1,3,11,10,5,4,1,17,1,1,8,7,4,1,2,4,6,6,6,10,4,5,8,34,189,84,105,8,48,83,44,6,2,16,41,21,4,6,32,42,23,2,44,29,15,11,87,69,5,45,22,6,42,47,36,23,13,30,18,12,17,12,1,3,2,1,27,16,11,9,21,0,5,13,0,4,8,0,8,6,2,93,36,32,11,6,8,0
55,Terni,32,Terni,55032,550320000285,30,14,16,3,3,2,1,0,0,1,4,2,3,2,1,2,2,2,2,1,1,2,1,0,0,1,2,0,2,1,0,1,0,2,0,2,2,0,0,0,0,0,2,2,1,1,1,1,2,0,2,24,12,12,1,2,11,7,3,1,1,6,3,1,0,1,5,4,2,10,5,5,5,9,6,3,4,2,2,5,4,4,1,3,10,5,5,3,6,1,2,1,1,8,4,4,3,7,0,1,4,0,2,3,0,6,4,2,14,6,4,1,2,1,0
55,Terni,32,Terni,55032,550320000286,14,9,5,3,0,0,0,0,0,1,2,2,0,1,0,1,1,1,2,2,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,11,7,4,1,1,2,7,0,0,0,2,5,0,1,1,0,2,0,4,4,0,0,1,4,0,1,2,0,0,2,1,1,0,9,6,3,3,5,1,5,4,1,4,2,2,3,6,0,2,4,0,1,2,0,3,3,0,7,3,2,1,1,0,0
55,Terni,32,Terni,55032,550320000287,34,17,17,1,1,1,2,1,0,3,2,2,4,8,0,1,2,4,2,0,1,1,1,1,0,2,2,1,2,4,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2,4,0,1,2,3,1,33,17,16,1,3,10,12,7,1,1,6,6,3,0,2,4,6,4,15,8,7,2,21,7,1,12,2,1,9,5,13,7,6,4,2,2,1,2,1,4,2,2,0,0,0,1,2,1,1,1,0,0,1,1,2,1,1,17,7,6,2,1,1,0
55,Terni,32,Terni,55032,550320000288,272,132,140,6,12,12,26,23,12,9,10,12,26,44,34,17,8,8,13,2,5,4,17,11,7,5,3,7,5,25,17,10,6,4,4,4,7,8,9,12,5,4,7,5,21,19,17,7,2,4,9,256,126,130,4,16,57,130,49,1,6,29,69,21,3,10,28,61,28,132,71,61,25,191,27,7,97,14,18,94,13,121,64,57,29,14,15,7,14,8,12,4,8,17,10,7,5,22,2,4,10,0,1,12,2,11,7,4,117,39,27,30,17,3,1
55,Terni,32,Terni,55032,550320000289,69,30,39,2,3,5,4,2,7,4,3,1,4,7,6,2,3,6,10,2,1,2,1,1,4,1,1,1,0,5,3,0,2,3,3,0,2,3,3,1,3,3,2,0,4,2,3,2,1,3,7,65,27,38,4,9,21,24,7,2,2,10,11,2,2,7,11,13,5,22,14,8,6,28,16,2,12,7,4,16,9,16,10,6,19,9,10,9,6,4,2,1,1,17,8,9,4,12,3,3,5,1,1,7,2,6,4,2,33,14,10,5,2,0,2
55,Terni,32,Terni,55032,550320000290,32,11,21,0,1,0,2,5,3,1,0,1,3,2,4,3,2,0,5,0,0,0,1,1,0,0,0,1,1,1,0,1,2,0,3,0,1,0,1,4,3,1,0,0,2,1,4,2,0,0,2,31,11,20,1,0,7,18,5,0,0,2,7,2,1,0,5,11,3,13,4,9,0,14,7,0,4,5,0,10,2,7,2,5,11,2,9,5,5,1,7,1,6,4,1,3,1,10,0,0,2,0,1,8,0,6,2,4,14,3,5,5,1,0,0
55,Terni,32,Terni,55032,550320000291,766,347,419,32,35,33,25,32,45,53,35,63,63,76,80,46,37,44,67,14,10,16,11,17,27,29,15,32,22,37,39,23,14,20,21,18,25,17,14,15,18,24,20,31,41,39,41,23,23,24,46,708,325,383,22,70,172,308,136,6,27,81,154,57,16,43,91,154,79,348,194,154,86,458,142,36,221,55,50,237,87,317,172,145,80,35,45,34,31,15,30,12,18,50,23,27,14,60,6,4,31,0,10,29,6,31,22,9,383,162,105,79,32,3,2
55,Terni,32,Terni,55032,550320000292,90,49,41,5,4,4,3,4,7,2,8,4,6,14,6,6,5,3,9,1,4,2,2,3,3,1,4,3,4,7,4,3,4,0,4,4,0,2,1,1,4,1,4,1,2,7,2,3,1,3,5,81,44,37,1,6,22,37,15,1,1,11,21,10,0,5,11,16,5,46,27,19,7,44,16,3,27,7,4,17,9,36,22,14,23,12,11,10,10,3,5,2,3,18,10,8,6,16,1,4,7,1,2,9,0,10,5,5,41,17,9,9,3,2,1
55,Terni,32,Terni,55032,550320000293,48,19,29,2,3,3,4,1,0,1,5,3,1,3,5,2,2,2,11,1,2,1,0,1,0,0,3,1,1,1,3,0,0,2,3,1,1,2,4,0,0,1,2,2,0,2,2,2,2,0,8,43,16,27,4,7,14,15,3,1,1,6,8,0,3,6,8,7,3,13,8,5,4,20,15,1,8,5,3,12,10,11,7,4,9,5,4,4,5,0,1,0,1,8,5,3,4,5,0,3,2,0,1,3,0,2,1,1,22,8,8,1,4,1,0
55,Terni,32,Terni,55032,550320000294,368,159,209,17,15,20,23,23,18,18,15,17,37,30,24,26,15,21,49,7,7,10,8,15,9,6,9,7,17,14,9,11,6,8,16,10,8,10,15,8,9,12,6,10,20,16,15,15,9,13,33,337,146,191,10,62,135,112,18,3,22,63,52,6,7,40,72,60,12,96,56,40,25,154,82,13,71,30,12,83,52,60,40,20,107,45,62,48,40,19,21,6,15,86,39,47,27,77,3,11,34,0,16,43,3,36,16,20,171,75,42,23,23,4,4
55,Terni,32,Terni,55032,550320000295,122,65,57,3,8,5,8,7,10,9,7,7,5,13,10,8,4,4,14,3,6,1,5,5,6,7,4,4,1,5,6,2,3,2,5,0,2,4,3,2,4,2,3,3,4,8,4,6,1,2,9,112,57,55,3,16,43,41,9,2,5,24,23,3,1,11,19,18,6,46,32,14,12,62,20,6,30,10,6,32,10,34,22,12,28,19,9,10,14,4,10,7,3,18,12,6,4,22,2,4,15,0,0,7,2,12,10,2,46,10,13,10,9,4,0
55,Terni,32,Terni,55032,550320000296,72,35,37,4,3,2,5,3,3,4,8,5,7,8,4,3,4,4,5,2,2,1,4,2,2,1,4,3,2,4,0,2,3,2,1,2,1,1,1,1,1,3,4,2,5,4,4,1,1,2,4,65,31,34,1,3,18,32,11,1,0,7,19,4,0,3,11,13,7,25,14,11,3,33,10,2,16,4,1,17,6,18,10,8,26,13,13,11,12,3,11,7,4,15,6,9,6,17,3,3,8,2,3,9,1,7,4,3,31,8,11,8,2,2,0
55,Terni,32,Terni,55032,550320000297,121,58,63,7,5,5,5,8,6,6,4,5,15,16,5,10,4,5,15,3,1,4,0,5,4,2,0,3,10,7,3,6,3,3,4,4,4,1,5,3,2,4,4,2,5,9,2,4,1,2,11,110,54,56,6,11,24,55,14,5,4,11,30,4,1,7,13,25,10,45,28,17,13,74,24,6,37,10,7,37,14,43,26,17,10,5,5,4,6,0,0,0,0,10,5,5,4,6,0,2,3,0,2,3,0,2,2,0,55,23,13,10,4,4,1
55,Terni,32,Terni,55032,550320000298,118,61,57,4,3,6,8,8,3,8,10,7,10,7,5,6,4,8,21,1,1,6,5,6,3,4,2,2,9,4,2,1,3,3,9,3,2,0,3,2,0,4,8,5,1,3,3,5,1,5,12,111,59,52,3,16,30,43,19,2,7,17,25,8,1,9,13,18,11,40,25,15,10,57,29,7,30,13,3,27,16,31,19,12,22,11,11,6,11,5,11,5,6,11,6,5,3,15,4,1,8,2,2,7,2,9,6,3,51,17,14,10,8,1,1
55,Terni,32,Terni,55032,550320000299,88,40,48,1,0,2,4,5,3,0,2,7,5,15,6,7,9,8,14,1,0,1,2,2,1,0,1,2,4,9,3,4,3,2,5,0,0,1,2,3,2,0,1,5,1,6,3,3,6,6,9,87,39,48,1,13,20,37,16,0,4,11,17,7,1,9,9,20,9,34,21,13,1,49,29,0,26,10,1,23,19,33,20,13,9,4,5,2,5,2,2,0,2,7,4,3,2,5,2,2,2,0,0,3,2,1,1,0,45,20,13,7,4,1,0
55,Terni,32,Terni,55032,550320000300,481,224,257,11,10,20,19,25,23,27,20,18,43,66,38,35,21,29,76,4,4,8,6,13,8,17,12,8,22,29,18,19,12,14,30,7,6,12,13,12,15,10,8,10,21,37,20,16,9,15,46,463,217,246,8,71,108,200,76,2,27,51,103,34,6,44,57,97,42,208,109,99,35,265,124,14,130,55,21,135,69,178,95,83,57,25,32,18,27,12,18,7,11,39,18,21,6,49,2,2,22,1,4,27,1,30,14,16,246,108,66,48,23,1,0
55,Terni,32,Terni,55032,550320000301,360,160,200,11,8,7,17,19,12,18,15,16,21,40,30,31,20,24,71,7,5,1,10,9,6,8,7,9,5,21,15,15,8,12,22,4,3,6,7,10,6,10,8,7,16,19,15,16,12,12,49,343,150,193,15,55,94,140,39,3,16,43,75,13,12,39,51,65,26,124,67,57,19,164,112,9,82,41,10,82,71,93,53,40,65,28,37,17,35,13,27,12,15,38,16,22,7,55,3,4,23,1,3,32,2,31,14,17,191,88,60,28,10,3,2
55,Terni,32,Terni,55032,550320000302,371,170,201,15,22,17,30,17,20,19,28,21,33,42,33,19,8,11,36,11,9,7,14,12,6,10,11,11,17,18,14,8,5,4,13,4,13,10,16,5,14,9,17,10,16,24,19,11,3,7,23,338,153,185,12,50,109,127,40,2,21,55,59,16,10,29,54,68,24,145,78,67,41,186,52,22,94,22,19,92,30,102,60,42,92,32,60,29,49,14,34,14,20,58,18,40,13,76,3,5,27,0,8,49,3,43,18,25,161,57,37,36,24,6,1
55,Terni,32,Terni,55032,550320000303,131,56,75,1,7,2,6,4,12,5,8,5,9,11,9,6,4,5,37,0,5,1,3,3,7,2,2,2,4,7,4,3,0,1,12,1,2,1,3,1,5,3,6,3,5,4,5,3,4,4,25,127,54,73,6,26,29,46,20,3,6,14,21,10,3,20,15,25,10,48,26,22,8,61,43,4,31,13,4,30,30,41,21,20,19,8,11,5,10,4,4,1,3,15,7,8,2,14,3,2,6,0,0,8,3,7,5,2,66,30,18,11,5,1,1
55,Terni,32,Terni,55032,550320000304,43,23,20,2,4,0,3,3,2,2,3,6,3,3,5,2,2,1,2,0,3,0,2,2,0,1,1,5,1,1,4,1,0,1,1,2,1,0,1,1,2,1,2,1,2,2,1,1,2,0,1,40,22,18,4,4,9,18,5,2,1,5,12,2,2,3,4,6,3,16,13,3,5,26,4,3,16,2,2,10,2,14,11,3,8,2,6,1,6,1,2,0,2,6,2,4,1,6,1,0,2,0,1,4,1,2,2,0,21,9,5,4,3,0,0
55,Terni,32,Terni,55032,550320000305,71,35,36,4,2,4,4,4,3,3,2,8,7,7,10,3,2,3,5,2,1,2,2,2,1,1,1,4,5,4,5,1,1,1,2,2,1,2,2,2,2,2,1,4,2,3,5,2,1,2,3,66,33,33,1,8,15,31,11,1,3,9,16,4,0,5,6,15,7,31,20,11,8,48,9,4,25,4,4,23,5,30,19,11,6,2,4,2,2,2,5,2,3,1,0,1,2,3,1,1,1,0,1,2,1,1,1,0,34,15,7,7,4,1,0
55,Terni,32,Terni,55032,550320000306,33,17,16,0,2,1,3,1,0,1,1,0,4,5,2,1,3,1,8,0,2,0,3,1,0,0,1,0,1,2,1,0,2,1,3,0,0,1,0,0,0,1,0,0,3,3,1,1,1,0,5,32,16,16,3,3,14,7,5,1,1,7,5,2,2,2,7,2,3,9,4,5,3,16,10,2,8,5,1,8,5,8,3,5,4,2,2,0,2,2,1,0,1,3,2,1,0,2,2,0,1,1,0,1,1,1,1,0,19,12,3,1,3,0,0
55,Terni,32,Terni,55032,550320000307,12,8,4,0,1,0,0,0,1,1,0,0,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,12,8,4,1,2,4,4,1,1,2,3,2,0,0,0,1,2,1,4,3,1,1,5,3,1,4,2,0,1,1,3,3,0,3,1,2,0,1,2,2,1,1,1,0,1,0,3,0,0,1,0,0,2,0,1,0,1,6,3,1,1,1,0,0
55,Terni,32,Terni,55032,550320000308,37,19,18,2,5,0,0,2,1,3,6,2,2,4,1,1,3,2,3,1,3,0,0,2,1,2,2,1,1,2,1,0,2,0,1,1,2,0,0,0,0,1,4,1,1,2,0,1,1,2,2,30,15,15,0,0,7,13,10,0,0,2,9,4,0,0,5,4,6,17,11,6,7,20,8,4,11,3,3,9,5,15,10,5,2,1,1,0,2,0,1,1,0,1,0,1,0,2,0,0,1,0,0,1,0,2,1,1,17,7,4,2,4,0,0
55,Terni,32,Terni,55032,550320000309,336,170,166,12,18,12,15,22,24,21,21,28,34,26,39,13,17,10,24,3,12,7,9,9,15,13,13,12,16,13,15,8,9,6,10,9,6,5,6,13,9,8,8,16,18,13,24,5,8,4,14,312,158,154,11,34,65,137,65,5,17,36,67,33,6,17,29,70,32,158,91,67,28,175,46,16,90,23,12,85,23,121,70,51,87,41,46,33,42,12,23,8,15,64,33,31,14,68,5,6,33,2,8,35,3,37,21,16,157,73,33,26,17,3,5
55,Terni,32,Terni,55032,550320000310,545,245,300,20,19,21,19,21,30,36,35,38,44,53,38,28,22,32,89,11,8,11,7,10,12,17,22,17,26,26,17,13,9,16,23,9,11,10,12,11,18,19,13,21,18,27,21,15,13,16,66,509,228,281,19,52,124,209,105,8,15,61,106,38,11,37,63,103,67,217,118,99,35,270,138,18,130,46,17,140,92,172,89,83,102,51,51,40,52,10,20,8,12,82,43,39,25,72,5,12,37,2,13,35,3,45,29,16,274,127,76,39,19,10,3
55,Terni,32,Terni,55032,550320000311,538,251,287,19,15,16,24,32,25,35,21,26,38,37,57,26,21,28,118,11,7,8,14,13,11,17,14,12,18,18,28,9,9,14,48,8,8,8,10,19,14,18,7,14,20,19,29,17,12,14,70,508,236,272,18,50,122,218,100,5,18,65,106,42,13,32,57,112,58,182,97,85,44,267,164,23,135,69,21,132,95,155,87,68,63,24,39,13,38,12,34,12,22,29,12,17,6,54,3,3,19,2,3,35,1,27,10,17,262,116,65,47,22,9,3
55,Terni,32,Terni,55032,550320000312,104,48,56,6,4,5,6,6,6,4,7,6,11,12,9,8,2,4,8,2,2,2,5,5,3,1,2,2,8,5,2,2,1,4,2,4,2,3,1,1,3,3,5,4,3,7,7,6,1,0,6,94,44,50,4,9,37,39,5,2,6,17,17,2,2,3,20,22,3,45,22,23,7,45,14,2,21,7,5,24,7,28,15,13,38,18,20,14,18,6,17,8,9,21,10,11,8,30,0,4,14,0,4,16,0,17,7,10,55,26,17,8,1,2,1
55,Terni,32,Terni,55032,550320000313,177,82,95,9,8,5,1,7,11,13,9,14,12,17,19,15,7,6,24,7,4,3,1,4,5,6,5,8,5,7,10,8,2,2,5,2,4,2,0,3,6,7,4,6,7,10,9,7,5,4,19,160,71,89,4,16,55,62,23,0,8,25,29,9,4,8,30,33,14,70,40,30,5,69,36,5,39,9,0,30,27,42,27,15,67,29,38,28,30,9,19,8,11,48,21,27,17,49,1,9,20,0,8,29,1,28,13,15,105,58,28,15,3,0,1
55,Terni,32,Terni,55032,550320000314,163,85,78,9,4,7,3,6,7,12,22,14,15,17,7,10,5,6,19,6,2,2,2,3,5,7,13,7,6,11,4,3,4,2,8,3,2,5,1,3,2,5,9,7,9,6,3,7,1,4,11,151,78,73,5,19,54,63,10,3,4,34,31,6,2,15,20,32,4,55,36,19,11,50,27,4,27,14,7,23,13,26,17,9,75,40,35,23,43,9,30,14,16,45,26,19,9,63,3,6,34,0,3,29,3,29,19,10,95,58,20,8,5,3,1
