CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,P1,P2,P3,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,ST1,ST2,ST2_B,ST3,ST4,ST5,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32,ST33,PF1,PF3,PF4,PF5,PF6,PF7,PF8
55,Terni,32,Terni,55032,550320000206,139,57,82,3,6,1,5,7,4,2,4,13,12,7,12,14,9,10,30,0,3,0,5,2,1,1,1,4,7,2,7,8,3,4,9,3,3,1,0,5,3,1,3,9,5,5,5,6,6,6,21,133,54,79,5,12,20,57,39,0,3,12,25,14,5,9,8,32,25,53,27,26,10,73,49,3,36,16,7,37,33,51,26,25,7,2,5,2,5,0,0,0,0,7,2,5,0,7,0,0,2,0,0,5,0,2,1,1,79,42,22,8,6,1,0
55,Terni,32,Terni,55032,550320000207,96,40,56,2,6,5,6,9,3,1,3,8,7,7,9,2,6,4,18,1,4,1,2,3,1,1,1,3,3,5,3,0,5,1,6,1,2,4,4,6,2,0,2,5,4,2,6,2,1,3,12,89,36,53,2,9,13,39,26,1,1,5,19,10,1,8,8,20,16,31,15,16,9,48,27,5,20,12,4,28,15,28,13,15,12,3,9,6,4,2,4,1,3,8,2,6,4,7,1,1,2,0,3,5,1,3,2,1,38,11,12,4,7,3,1
55,Terni,32,Terni,55032,550320000208,167,75,92,5,3,13,6,9,8,6,4,17,10,20,17,9,10,10,20,2,2,7,4,4,7,2,0,11,4,10,3,6,3,2,8,3,1,6,2,5,1,4,4,6,6,10,14,3,7,8,12,160,71,89,2,14,31,74,39,0,8,14,37,12,2,6,17,37,27,69,38,31,16,79,40,9,37,13,7,42,27,53,27,26,32,16,16,11,15,6,7,4,3,25,12,13,5,27,0,2,14,0,3,13,0,16,11,5,87,41,26,9,8,3,0
55,Terni,32,Terni,55032,550320000209,92,40,52,4,7,0,3,4,5,4,6,4,12,5,6,6,14,3,9,1,3,0,2,3,2,1,3,2,4,1,3,4,6,2,3,3,4,0,1,1,3,3,3,2,8,4,3,2,8,1,6,84,37,47,5,1,21,32,25,2,0,9,14,12,3,1,12,18,13,35,16,19,5,37,24,1,17,11,4,20,13,28,13,15,26,11,15,13,8,5,3,0,3,23,11,12,6,18,2,3,8,0,3,10,2,7,3,4,47,22,14,7,2,0,2
55,Terni,32,Terni,55032,550320000210,96,45,51,8,4,3,2,7,2,5,8,11,3,6,10,9,6,6,6,4,3,2,1,5,0,3,3,7,0,3,3,4,3,2,2,4,1,1,1,2,2,2,5,4,3,3,7,5,3,4,4,84,38,46,1,3,5,47,28,1,1,3,19,14,0,2,2,28,14,42,19,23,12,57,14,7,27,6,5,30,8,39,18,21,13,5,8,4,3,6,2,1,1,11,4,7,3,6,4,2,2,1,1,4,3,3,1,2,45,20,9,8,6,2,0
55,Terni,32,Terni,55032,550320000211,95,44,51,2,3,5,5,6,4,3,2,6,4,7,12,8,5,6,17,1,3,2,3,4,2,1,1,3,2,3,7,3,2,2,5,1,0,3,2,2,2,2,1,3,2,4,5,5,3,4,12,90,40,50,1,5,9,38,37,1,1,5,14,19,0,4,4,24,18,35,18,17,10,55,27,6,29,9,4,26,18,34,18,16,3,0,3,0,0,3,3,0,3,0,0,0,0,2,1,0,0,0,0,2,1,1,0,1,48,26,7,6,8,1,0
55,Terni,32,Terni,55032,550320000212,93,45,48,7,4,1,1,2,6,7,11,5,4,2,10,8,5,4,16,6,2,1,0,1,2,3,6,2,3,1,4,2,4,1,7,1,2,0,1,1,4,4,5,3,1,1,6,6,1,3,9,82,37,45,0,7,16,33,26,0,3,7,14,13,0,4,9,19,13,38,20,18,9,46,25,6,21,12,3,25,13,35,19,16,13,6,7,5,6,2,5,1,4,8,5,3,3,10,0,3,3,0,0,7,0,3,1,2,54,30,14,6,3,1,0
55,Terni,32,Terni,55032,550320000213,118,47,71,4,3,3,8,5,5,3,4,4,8,7,8,4,12,14,26,3,2,2,2,3,2,2,2,3,4,3,2,1,5,4,7,1,1,1,6,2,3,1,2,1,4,4,6,3,7,10,19,112,43,69,1,5,22,43,41,1,2,6,17,17,0,3,16,26,24,35,19,16,9,48,50,7,23,16,2,25,34,31,18,13,11,1,10,2,5,4,2,0,2,9,1,8,1,8,2,0,1,0,1,7,2,4,1,3,58,25,17,8,5,3,0
55,Terni,32,Terni,55032,550320000214,117,59,58,6,10,7,5,2,6,3,10,7,14,8,5,6,5,6,17,5,8,5,3,1,1,1,3,3,5,4,3,4,2,3,8,1,2,2,2,1,5,2,7,4,9,4,2,2,3,3,9,102,47,55,3,5,23,30,41,2,4,12,7,22,1,1,11,23,19,45,23,22,18,56,28,13,24,13,5,32,15,39,20,19,15,9,6,7,7,1,5,2,3,10,7,3,5,10,0,5,4,0,0,6,0,6,3,3,50,19,10,10,8,2,1
55,Terni,32,Terni,55032,550320000215,74,34,40,0,1,1,4,1,8,1,4,1,1,8,5,9,2,6,22,0,1,1,0,1,4,1,3,0,0,4,3,3,0,2,11,0,0,0,4,0,4,0,1,1,1,4,2,6,2,4,11,73,33,40,1,5,13,22,32,0,2,4,14,13,1,3,9,8,19,27,13,14,2,41,28,2,19,13,0,22,15,27,13,14,3,0,3,0,0,3,0,0,0,3,0,3,0,1,2,0,0,0,0,1,2,0,0,0,41,20,13,5,2,1,0
55,Terni,32,Terni,55032,550320000216,149,69,80,2,4,6,7,8,7,12,8,5,9,10,18,10,7,7,29,1,2,4,3,6,1,6,5,0,6,6,6,6,5,2,10,1,2,2,4,2,6,6,3,5,3,4,12,4,2,5,19,143,66,77,3,8,28,45,59,2,2,9,25,28,1,6,19,20,31,65,34,31,9,82,43,6,43,17,3,39,26,58,32,26,15,3,12,4,8,3,5,1,4,10,2,8,3,12,0,1,2,0,2,10,0,7,2,5,79,39,22,10,5,2,1
55,Terni,32,Terni,55032,550320000217,139,69,70,4,9,9,8,2,4,7,14,7,16,9,9,8,6,4,23,3,3,5,3,1,4,2,9,3,9,4,4,6,2,2,9,1,6,4,5,1,0,5,5,4,7,5,5,2,4,2,14,127,63,64,5,9,32,47,34,3,2,11,27,20,2,7,21,20,14,56,32,24,15,65,33,9,37,13,6,28,20,45,25,20,26,10,16,10,15,1,15,4,11,11,6,5,7,19,0,2,8,0,5,11,0,11,7,4,62,19,21,13,6,3,0
55,Terni,32,Terni,55032,550320000218,180,83,97,6,10,10,11,9,7,5,9,13,11,13,16,13,8,6,33,2,3,6,5,5,6,2,4,6,5,6,9,6,4,2,12,4,7,4,6,4,1,3,5,7,6,7,7,7,4,4,21,168,79,89,7,18,33,67,43,2,6,17,37,17,5,12,16,30,26,65,34,31,19,85,45,8,43,18,11,42,27,53,29,24,31,14,17,9,16,6,11,6,5,20,8,12,7,22,2,3,11,0,4,11,2,12,5,7,85,37,17,19,9,2,1
55,Terni,32,Terni,55032,550320000219,154,63,91,1,4,14,9,4,5,2,8,8,18,13,13,5,11,13,26,0,1,7,3,2,4,0,4,3,8,7,5,2,4,7,6,1,3,7,6,2,1,2,4,5,10,6,8,3,7,6,20,151,62,89,9,15,37,47,43,3,5,16,20,18,6,10,21,27,25,58,27,31,16,70,48,7,31,17,9,39,31,53,24,29,20,8,12,6,10,4,7,1,6,13,7,6,3,15,2,1,7,0,2,8,2,5,3,2,77,39,16,10,8,3,1
55,Terni,32,Terni,55032,550320000220,108,46,62,2,1,3,3,7,5,3,3,7,7,13,11,7,10,7,19,1,1,2,2,5,3,2,1,3,4,4,6,2,4,3,3,1,0,1,1,2,2,1,2,4,3,9,5,5,6,4,16,106,45,61,6,13,25,42,20,1,3,12,21,8,5,10,13,21,12,40,19,21,5,51,33,4,26,9,1,25,24,31,17,14,19,7,12,3,10,6,8,1,7,11,6,5,1,15,3,0,6,1,1,9,2,9,2,7,60,35,11,10,3,0,1
55,Terni,32,Terni,55032,550320000221,217,103,114,3,9,11,16,8,15,11,9,12,14,14,19,16,7,9,44,3,5,8,13,3,8,4,2,5,9,7,7,7,2,2,18,0,4,3,3,5,7,7,7,7,5,7,12,9,5,7,26,206,96,110,1,11,39,97,58,1,4,20,51,20,0,7,19,46,38,91,48,43,22,120,59,15,59,22,7,61,37,85,44,41,16,7,9,5,8,3,3,1,2,13,6,7,1,14,1,1,6,0,0,8,1,6,4,2,106,45,30,14,15,2,0
55,Terni,32,Terni,55032,550320000222,83,41,42,0,2,1,2,4,6,2,4,4,4,8,4,10,4,8,20,0,2,0,2,1,4,1,2,2,3,3,1,8,1,3,8,0,0,1,0,3,2,1,2,2,1,5,3,2,3,5,12,81,39,42,0,8,13,35,25,0,1,7,19,12,0,7,6,16,13,32,16,16,3,44,32,2,25,12,1,19,20,28,14,14,4,2,2,3,1,0,0,0,0,4,2,2,0,4,0,0,2,0,0,2,0,4,2,2,45,22,12,8,2,1,0
55,Terni,32,Terni,55032,550320000223,161,69,92,2,3,8,3,8,8,9,8,2,10,13,15,11,9,9,43,2,1,3,1,5,3,6,6,1,3,9,5,5,4,5,10,0,2,5,2,3,5,3,2,1,7,4,10,6,5,4,33,158,67,91,5,19,28,48,58,1,4,10,26,26,4,15,18,22,32,63,29,34,11,80,61,4,43,19,7,37,42,58,28,30,9,3,6,3,2,4,2,0,2,7,3,4,2,7,0,2,1,0,0,6,0,5,1,4,89,47,21,13,7,1,0
55,Terni,32,Terni,55032,550320000224,71,40,31,0,3,5,0,4,7,5,2,2,4,2,10,7,3,7,10,0,1,2,0,4,6,5,1,2,3,1,2,5,1,5,2,0,2,3,0,0,1,0,1,0,1,1,8,2,2,2,8,69,39,30,1,6,13,24,25,0,3,5,15,16,1,3,8,9,9,30,23,7,6,30,19,2,21,8,4,9,11,21,16,5,16,9,7,4,6,6,4,2,2,12,7,5,2,13,1,1,8,0,1,5,1,9,7,2,31,13,7,3,6,1,1
55,Terni,32,Terni,55032,550320000225,102,39,63,5,1,2,4,7,4,2,4,4,4,11,9,9,4,1,31,3,0,1,2,3,1,1,1,3,2,4,4,5,1,1,7,2,1,1,2,4,3,1,3,1,2,7,5,4,3,0,24,96,36,60,2,9,17,31,37,2,1,7,17,9,0,8,10,14,28,39,17,22,8,55,36,4,26,9,4,29,27,36,17,19,3,0,3,0,2,1,1,0,1,2,0,2,0,3,0,0,0,0,0,3,0,3,0,3,49,18,16,11,2,1,1
55,Terni,32,Terni,55032,550320000226,24,11,13,0,0,0,1,1,0,2,0,1,3,1,0,1,1,3,10,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,5,0,0,0,1,0,0,1,0,0,2,1,0,0,1,2,5,24,11,13,0,0,3,8,13,0,0,1,3,7,0,0,2,5,6,7,3,4,0,10,14,0,5,6,0,5,8,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,2,1,0,0
55,Terni,32,Terni,55032,550320000227,242,118,124,17,12,8,8,12,11,17,14,16,20,15,13,14,5,9,51,11,5,7,4,7,5,8,8,8,8,7,6,7,3,5,19,6,7,1,4,5,6,9,6,8,12,8,7,7,2,4,32,215,102,113,8,40,49,82,36,2,18,26,36,20,6,22,23,46,16,79,45,34,25,104,64,15,48,27,10,56,37,60,32,28,49,28,21,20,28,1,15,8,7,34,20,14,12,36,1,8,20,0,4,16,1,19,13,6,112,48,31,17,12,1,3
55,Terni,32,Terni,55032,550320000228,203,98,105,8,11,4,7,5,8,14,11,18,9,13,20,13,15,16,31,5,6,1,4,3,4,9,6,10,4,7,5,8,6,7,13,3,5,3,3,2,4,5,5,8,5,6,15,5,9,9,18,187,88,99,4,17,33,81,52,1,4,15,40,28,3,13,18,41,24,78,43,35,22,108,62,12,57,26,10,51,36,74,41,33,11,3,8,2,7,2,4,0,4,7,3,4,1,10,0,0,3,0,1,7,0,4,2,2,98,35,33,18,12,0,0
55,Terni,32,Terni,55032,550320000229,84,42,42,1,2,4,5,4,6,5,5,8,4,7,8,6,2,6,11,0,2,2,1,2,3,5,3,4,1,3,4,3,1,2,6,1,0,2,4,2,3,0,2,4,3,4,4,3,1,4,5,82,41,41,1,11,23,40,7,1,4,12,20,4,0,7,11,20,3,34,20,14,6,44,19,4,21,9,2,23,10,29,15,14,15,8,7,3,8,4,3,1,2,12,7,5,1,14,0,0,8,0,1,6,0,5,5,0,40,18,9,4,9,0,0
55,Terni,32,Terni,55032,550320000230,123,53,70,4,4,5,6,2,7,5,9,5,9,12,8,10,6,4,27,2,2,3,4,0,3,3,5,2,2,6,3,6,2,1,9,2,2,2,2,2,4,2,4,3,7,6,5,4,4,3,18,117,50,67,7,20,34,38,18,2,7,16,19,6,5,13,18,19,12,45,22,23,13,60,37,7,30,12,6,30,25,39,19,20,13,4,9,2,8,3,4,0,4,9,4,5,0,13,0,0,4,0,0,9,0,6,3,3,59,22,22,5,8,2,0
55,Terni,32,Terni,55032,550320000231,122,57,65,1,4,3,3,11,9,6,4,2,4,5,17,12,9,9,23,0,2,1,1,7,8,2,2,2,1,3,5,6,8,3,6,1,2,2,2,4,1,4,2,0,3,2,12,6,1,6,17,118,56,62,1,9,20,52,36,1,1,9,22,23,0,8,11,30,13,48,24,24,6,63,39,2,33,16,4,30,23,41,20,21,14,6,8,6,2,6,2,0,2,12,6,6,2,10,2,1,4,1,1,6,1,7,4,3,60,31,13,6,4,5,1
55,Terni,32,Terni,55032,550320000232,158,68,90,8,7,8,7,2,4,2,7,4,10,17,7,13,6,4,52,3,4,5,3,2,1,1,2,2,4,8,3,4,3,2,21,5,3,3,4,0,3,1,5,2,6,9,4,9,3,2,31,149,65,84,9,8,22,61,49,5,4,9,30,17,4,4,13,31,32,46,20,26,23,70,62,12,30,26,11,40,36,43,20,23,3,0,3,0,3,0,2,0,2,1,0,1,0,3,0,0,0,0,0,3,0,3,0,3,78,30,27,13,6,1,1
55,Terni,32,Terni,55032,550320000233,104,43,61,2,4,1,8,5,3,3,6,2,6,9,11,8,8,11,17,1,3,1,6,3,0,0,1,1,2,3,6,2,3,6,5,1,1,0,2,2,3,3,5,1,4,6,5,6,5,5,12,98,39,59,0,4,16,51,27,0,2,10,23,4,0,2,6,28,23,36,12,24,7,52,33,5,22,13,2,30,20,33,12,21,12,3,9,2,4,6,5,1,4,7,2,5,0,9,3,0,2,1,0,7,2,3,0,3,52,25,11,8,7,1,0
55,Terni,32,Terni,55032,550320000234,98,41,57,2,5,6,2,3,3,5,13,7,7,2,5,7,4,5,22,1,2,3,1,1,2,4,5,3,4,0,1,3,2,1,8,1,3,3,1,2,1,1,8,4,3,2,4,4,2,4,14,91,38,53,1,19,16,41,14,0,5,8,19,6,1,14,8,22,8,37,18,19,9,39,30,4,18,11,5,21,19,30,15,15,20,8,12,6,11,3,6,3,3,14,5,9,4,15,1,2,6,0,2,9,1,7,3,4,45,15,14,10,5,1,0
55,Terni,32,Terni,55032,550320000235,193,96,97,6,10,12,13,10,11,8,9,10,15,17,20,11,9,13,19,1,6,10,6,7,3,5,5,4,6,9,9,6,4,5,10,5,4,2,7,3,8,3,4,6,9,8,11,5,5,8,9,181,91,90,5,16,43,67,50,3,8,26,34,20,2,8,17,33,30,74,39,35,27,109,41,17,55,19,10,54,22,70,37,33,16,5,11,7,5,4,9,3,6,7,2,5,1,15,0,0,5,0,1,10,0,4,2,2,80,24,16,23,17,0,0
55,Terni,32,Terni,55032,550320000236,48,22,26,0,2,4,2,4,1,1,2,2,2,5,6,2,1,6,8,0,1,3,1,2,0,1,1,1,0,3,3,0,1,0,5,0,1,1,1,2,1,0,1,1,2,2,3,2,0,6,3,47,21,26,2,6,7,17,15,0,3,4,8,6,2,3,3,9,9,18,8,10,6,23,15,4,10,6,2,13,9,17,8,9,4,2,2,2,2,0,0,0,0,4,2,2,0,4,0,0,2,0,0,2,0,1,0,1,22,8,7,2,5,0,0
55,Terni,32,Terni,55032,550320000237,64,33,31,4,2,4,1,1,2,4,2,4,8,2,4,3,7,4,12,2,2,4,0,0,2,2,0,3,4,1,2,2,3,3,3,2,0,0,1,1,0,2,2,1,4,1,2,1,4,1,9,58,29,29,1,7,5,18,27,1,2,3,7,16,0,5,2,11,11,24,14,10,10,28,23,8,16,9,2,12,14,23,14,9,3,0,3,0,2,1,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,1,0,1,32,13,11,4,3,1,0
55,Terni,32,Terni,55032,550320000238,44,20,24,0,1,1,3,2,2,5,1,0,0,4,4,6,7,1,7,0,0,0,1,2,0,3,0,0,0,2,3,2,3,1,3,0,1,1,2,0,2,2,1,0,0,2,1,4,4,0,4,44,20,24,1,0,6,19,18,0,0,1,10,9,1,0,5,9,9,14,7,7,2,26,15,0,13,7,2,13,8,14,7,7,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,17,3,6,4,3,1,0
55,Terni,32,Terni,55032,550320000239,53,24,29,2,2,2,3,2,5,1,3,2,1,5,5,4,3,4,9,0,1,2,0,0,2,1,1,2,1,1,4,2,2,2,3,2,1,0,3,2,3,0,2,0,0,4,1,2,1,2,6,49,23,26,3,2,4,13,27,3,2,1,5,12,0,0,3,8,15,23,13,10,6,30,16,3,13,7,3,17,9,22,12,10,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,24,10,5,5,2,2,0
55,Terni,32,Terni,55032,550320000240,189,80,109,5,7,8,13,7,6,8,9,10,22,17,16,14,10,15,22,2,4,3,4,4,5,4,5,4,9,7,7,5,4,6,7,3,3,5,9,3,1,4,4,6,13,10,9,9,6,9,15,180,76,104,3,14,39,74,50,2,4,21,31,18,1,10,18,43,32,68,37,31,13,101,44,7,46,16,6,55,28,62,33,29,31,11,20,12,14,5,4,1,3,27,10,17,7,21,3,2,8,1,5,13,2,6,4,2,91,39,24,17,7,2,2
55,Terni,32,Terni,55032,550320000241,208,90,118,1,6,10,9,15,10,6,5,8,17,23,18,24,15,11,30,1,1,6,5,7,7,2,3,4,7,8,9,11,8,4,7,0,5,4,4,8,3,4,2,4,10,15,9,13,7,7,23,204,89,115,4,10,23,88,79,1,6,11,36,35,3,4,12,52,44,97,49,48,17,124,55,8,60,18,9,64,37,90,47,43,12,4,8,2,4,6,5,1,4,7,3,4,0,11,1,0,3,1,0,8,0,7,2,5,106,49,26,18,12,1,0
55,Terni,32,Terni,55032,550320000242,94,42,52,3,3,3,5,2,6,6,9,4,7,7,6,6,7,9,11,1,1,1,2,1,1,2,7,1,4,3,2,3,2,6,5,2,2,2,3,1,5,4,2,3,3,4,4,3,5,3,6,88,40,48,1,8,19,35,25,0,5,10,16,9,1,3,9,19,16,36,18,18,7,41,27,3,17,13,4,24,14,25,11,14,19,9,10,6,11,2,3,1,2,16,8,8,2,17,0,0,9,0,2,8,0,11,7,4,48,21,12,11,4,0,0
55,Terni,32,Terni,55032,550320000243,52,23,29,1,0,5,2,2,3,0,3,2,6,6,6,3,5,4,4,1,0,3,1,1,2,0,1,1,3,2,2,1,2,1,2,0,0,2,1,1,1,0,2,1,3,4,4,2,3,3,2,51,22,29,1,4,10,18,18,1,0,4,11,6,0,4,6,7,12,21,10,11,5,29,13,3,13,5,2,16,8,19,9,10,5,2,3,3,0,2,2,0,2,3,2,1,1,4,0,1,1,0,0,3,0,2,1,1,26,11,7,5,3,0,0
55,Terni,32,Terni,55032,550320000244,155,76,79,1,6,9,5,11,7,2,6,7,11,13,14,11,12,11,29,1,3,3,3,5,7,1,3,1,4,8,9,7,5,4,12,0,3,6,2,6,0,1,3,6,7,5,5,4,7,7,17,150,72,78,4,20,34,59,33,0,7,17,32,16,4,13,17,27,17,46,25,21,15,71,52,6,38,21,9,33,31,40,21,19,17,11,6,7,5,5,2,0,2,15,11,4,1,16,0,1,10,0,0,6,0,6,4,2,76,33,22,9,9,3,0
55,Terni,32,Terni,55032,550320000245,89,40,49,0,1,4,5,5,3,5,2,6,11,6,4,2,9,7,19,0,1,2,4,4,2,2,0,3,5,3,1,1,4,1,7,0,0,2,1,1,1,3,2,3,6,3,3,1,5,6,12,89,40,49,2,5,20,35,27,2,1,9,18,10,0,4,11,17,17,31,17,14,5,45,35,3,24,12,2,21,23,29,16,13,4,1,3,1,3,0,1,0,1,3,1,2,0,4,0,0,1,0,0,3,0,2,1,1,45,16,17,9,3,0,0
55,Terni,32,Terni,55032,550320000246,133,67,66,3,5,9,7,1,4,8,5,9,15,14,8,4,6,12,23,2,5,4,1,0,4,6,1,5,6,6,6,1,2,7,11,1,0,5,6,1,0,2,4,4,9,8,2,3,4,5,12,126,61,65,4,23,39,50,10,3,9,18,28,3,1,14,21,22,7,51,29,22,15,61,40,11,29,19,4,32,21,43,25,18,17,8,9,2,12,3,9,3,6,8,5,3,2,14,1,0,7,1,2,7,0,8,4,4,73,38,17,12,5,1,0
55,Terni,32,Terni,55032,550320000248,150,61,89,2,5,9,9,5,9,6,11,7,13,14,17,7,9,5,22,1,3,3,2,3,5,4,4,4,4,5,7,4,2,5,5,1,2,6,7,2,4,2,7,3,9,9,10,3,7,0,17,143,57,86,5,25,31,52,30,3,5,15,21,13,2,20,16,31,17,59,28,31,15,90,35,6,37,11,9,53,24,57,27,30,10,7,3,5,3,2,0,0,0,10,7,3,1,8,1,1,5,1,0,3,0,2,1,1,71,32,20,7,8,3,1
55,Terni,32,Terni,55032,550320000249,31,14,17,0,0,1,1,1,0,0,1,1,2,2,5,0,6,3,8,0,0,0,0,1,0,0,0,1,1,2,2,0,3,1,3,0,0,1,1,0,0,0,1,0,1,0,3,0,3,2,5,31,14,17,0,6,11,11,3,0,1,2,10,1,0,5,9,1,2,7,4,3,1,9,17,0,6,7,1,3,10,5,3,2,4,1,3,1,3,0,1,0,1,3,1,2,0,4,0,0,1,0,0,3,0,2,1,1,17,5,10,2,0,0,0
55,Terni,32,Terni,55032,550320000250,88,40,48,4,2,7,2,4,3,2,6,7,4,11,5,5,10,4,12,2,1,5,1,1,0,1,3,6,1,4,2,2,5,2,4,2,1,2,1,3,3,1,3,1,3,7,3,3,5,2,8,82,37,45,2,11,16,34,19,0,5,8,18,6,2,6,8,16,13,31,14,17,10,43,24,6,18,10,4,25,14,29,13,16,11,6,5,3,5,3,1,0,1,10,6,4,3,6,2,2,3,1,1,3,1,2,1,1,45,21,11,7,6,0,0
55,Terni,32,Terni,55032,550320000251,44,27,17,0,1,3,3,3,5,1,1,1,8,12,5,0,0,1,0,0,1,2,1,2,3,1,0,1,4,8,4,0,0,0,0,0,0,1,2,1,2,0,1,0,4,4,1,0,0,1,0,43,26,17,0,3,10,16,14,0,2,5,8,11,0,1,5,8,3,27,21,6,4,38,1,3,24,0,1,14,1,26,21,5,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,15,6,0,4,4,0,1
55,Terni,32,Terni,55032,550320000252,104,44,60,2,4,6,5,8,3,2,4,6,6,13,7,7,5,9,17,2,1,4,1,5,1,2,2,1,3,7,2,3,0,4,6,0,3,2,4,3,2,0,2,5,3,6,5,4,5,5,11,100,42,58,5,7,11,47,30,2,3,4,19,14,3,4,7,28,16,37,19,18,12,61,31,7,27,10,5,34,21,37,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,16,18,5,4,3,1
55,Terni,32,Terni,55032,550320000253,874,442,432,32,32,42,36,19,37,50,61,64,84,61,57,55,62,57,125,18,18,23,24,13,26,28,26,33,39,31,31,30,20,29,53,14,14,19,12,6,11,22,35,31,45,30,26,25,42,28,72,815,408,407,23,76,164,332,220,9,26,94,180,99,14,50,70,152,121,379,213,166,97,476,239,55,260,101,42,216,138,356,201,155,62,26,36,20,29,13,16,4,12,46,22,24,9,48,5,4,21,1,5,27,4,23,12,11,458,218,121,70,43,5,1
55,Terni,32,Terni,55032,550320000254,174,83,91,4,9,9,8,6,8,1,7,12,11,15,12,14,16,12,30,3,4,6,4,4,1,0,2,7,7,8,3,9,6,6,13,1,5,3,4,2,7,1,5,5,4,7,9,5,10,6,17,163,77,86,4,14,21,70,54,1,7,10,35,24,3,7,11,35,30,68,31,37,22,88,58,13,44,25,9,44,33,65,30,35,6,1,5,2,2,2,1,0,1,5,1,4,0,6,0,0,1,0,0,5,0,3,1,2,77,23,24,18,11,1,0
55,Terni,32,Terni,55032,550320000255,197,91,106,5,10,7,5,8,10,6,11,14,10,13,19,15,12,15,37,2,5,6,2,4,7,4,5,6,4,5,9,5,8,5,14,3,5,1,3,4,3,2,6,8,6,8,10,10,4,10,23,183,85,98,5,20,42,78,38,1,9,20,38,17,4,11,22,40,21,62,35,27,22,104,63,13,51,27,9,53,36,61,35,26,8,0,8,0,5,3,4,0,4,4,0,4,0,7,1,0,0,0,0,7,1,1,0,1,96,42,27,11,12,4,0
55,Terni,32,Terni,55032,550320000256,346,157,189,7,15,16,16,10,4,19,16,28,24,20,22,30,19,14,86,5,9,6,11,5,1,12,6,16,11,6,6,15,9,7,32,2,6,10,5,5,3,7,10,12,13,14,16,15,10,7,54,326,143,183,10,48,71,118,79,3,10,40,59,31,7,38,31,59,48,116,59,57,32,166,115,18,81,47,14,85,68,105,54,51,33,11,22,11,14,8,7,1,6,26,10,16,6,23,4,2,8,1,4,15,3,11,5,6,163,57,57,29,14,5,1
55,Terni,32,Terni,55032,550320000257,216,101,115,6,9,10,10,7,6,3,10,14,12,11,14,9,11,22,62,3,4,6,3,2,4,0,3,7,8,7,6,6,4,10,28,3,5,4,7,5,2,3,7,7,4,4,8,3,7,12,34,204,97,107,7,19,40,88,50,5,6,16,41,29,2,13,24,47,21,62,32,30,21,93,95,9,44,42,12,49,53,60,30,30,7,6,1,4,3,0,1,1,0,6,5,1,4,3,0,4,2,0,0,1,0,2,2,0,98,33,31,17,16,0,1
55,Terni,32,Terni,55032,550320000258,104,50,54,5,4,1,3,2,4,3,2,1,7,17,6,6,3,13,27,3,2,0,3,1,2,1,1,0,4,7,4,3,0,5,14,2,2,1,0,1,2,2,1,1,3,10,2,3,3,8,13,95,45,50,1,9,21,37,27,1,5,12,15,12,0,4,9,22,15,32,17,15,10,48,43,5,26,19,5,22,24,31,17,14,3,0,3,0,2,1,1,0,1,2,0,2,0,3,0,0,0,0,0,3,0,1,0,1,48,13,19,11,5,0,0
55,Terni,32,Terni,55032,550320000259,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55,Terni,32,Terni,55032,550320000260,65,32,33,4,2,2,0,2,4,6,4,6,8,5,3,3,4,4,8,3,1,1,0,2,2,2,2,5,5,2,0,0,3,1,3,1,1,1,0,0,2,4,2,1,3,3,3,3,1,3,5,59,28,31,0,12,12,28,7,0,5,5,17,1,0,7,7,11,6,28,14,14,5,33,15,2,17,6,3,16,9,24,13,11,12,7,5,3,6,3,11,7,4,1,0,1,3,8,1,3,3,1,0,5,0,4,1,3,30,13,6,7,2,1,1
